iteracija,u1,u2,u3,vrijednost
307,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
308,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
309,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
310,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
311,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
312,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
313,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
314,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
315,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
316,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
317,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
318,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
319,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
320,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
321,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
322,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
323,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
324,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
325,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
326,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
327,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
328,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
329,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
330,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
331,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
332,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
333,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
334,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
335,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
336,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
337,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
338,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
339,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
340,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
341,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
342,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
343,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
344,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
345,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
346,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
347,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
348,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
